country,year,pop,continent,lifeExp,gdpPercap
Costa Rica,2002,3834934.0,Americas,78.123,7723.447195
Costa Rica,2007,4133884.0,Americas,78.782,9645.06142
Costa Rica,2012,4357526.0,Americas,83.272,8929.903105
Costa Rica,2017,4658683.0,Americas,85.286,9465.48654
Costa Rica,2022,4959840.0,Americas,87.3,10001.069975
Costa Rica,2025,5140534.0,Americas,88.508,10322.420036
Cote d'Ivoire,1952,2977019.0,Africa,40.477,1388.594732
Cote d'Ivoire,1957,3300000.0,Africa,42.469,1500.895925
Cote d'Ivoire,1962,3832408.0,Africa,44.93,1728.869428
Cote d'Ivoire,1967,4744870.0,Africa,47.35,2052.050473
Cote d'Ivoire,1972,6071696.0,Africa,49.801,2378.201111
Cote d'Ivoire,1977,7459574.0,Africa,52.374,2517.736547
Cote d'Ivoire,1982,9025951.0,Africa,53.983,2602.710169
Cote d'Ivoire,1987,10761098.0,Africa,54.655,2156.956069
Cote d'Ivoire,1992,12772596.0,Africa,52.044,1648.073791
Cote d'Ivoire,1997,14625967.0,Africa,47.991,1786.265407
Cote d'Ivoire,2002,16252726.0,Africa,46.832,1648.800823
Cote d'Ivoire,2007,18013409.0,Africa,48.328,1544.750112
Cote d'Ivoire,2012,18546358.0,Africa,52.679,1932.188569
Cote d'Ivoire,2017,19991473.0,Africa,53.332,1935.16752
Cote d'Ivoire,2022,21436588.0,Africa,53.985,1938.146472
Cote d'Ivoire,2025,22303657.0,Africa,54.376,1939.933843
Croatia,1952,3882229.0,Europe,61.21,3119.23652
Croatia,1957,3991242.0,Europe,64.77,4338.231617
Croatia,1962,4076557.0,Europe,67.13,5477.890018
Croatia,1967,4174366.0,Europe,68.5,6960.297861
Croatia,1972,4225310.0,Europe,69.61,9164.090127
Croatia,1977,4318673.0,Europe,70.64,11305.38517
Croatia,1982,4413368.0,Europe,70.46,13221.82184
Croatia,1987,4484310.0,Europe,71.52,13822.58394
Croatia,1992,4494013.0,Europe,72.527,8447.794873
Croatia,1997,4444595.0,Europe,73.68,9875.604515
Croatia,2002,4481020.0,Europe,74.876,11628.38895
Croatia,2007,4493312.0,Europe,75.748,14619.22272
Croatia,2012,4657555.0,Europe,77.383,14927.727547
Croatia,2017,4714114.0,Europe,78.511,15788.652962
Croatia,2022,4770674.0,Europe,79.638,16649.578378
Croatia,2025,4804610.0,Europe,80.314,17166.133627
Cuba,1952,6007797.0,Americas,59.421,5586.53878
Cuba,1957,6640752.0,Americas,62.325,6092.174359
Cuba,1962,7254373.0,Americas,65.246,5180.75591
Cuba,1967,8139332.0,Americas,68.29,5690.268015
Cuba,1972,8831348.0,Americas,70.723,5305.445256
Cuba,1977,9537988.0,Americas,72.649,6380.494966
Cuba,1982,9789224.0,Americas,73.717,7316.918107
Cuba,1987,10239839.0,Americas,74.174,7532.924763
Cuba,1992,10723260.0,Americas,74.414,5592.843963
Cuba,1997,10983007.0,Americas,76.151,5431.990415
Cuba,2002,11226999.0,Americas,77.158,6340.646683
Cuba,2007,11416987.0,Americas,78.273,8948.102923
Cuba,2012,12511532.0,Americas,81.482,7376.527756
Cuba,2017,13015987.0,Americas,83.088,7544.722999
Cuba,2022,13520442.0,Americas,84.694,7712.918242
Cuba,2025,13823115.0,Americas,85.657,7813.835387
Czech Republic,1952,9125183.0,Europe,66.87,6876.14025
Czech Republic,1957,9513758.0,Europe,69.03,8256.343918
Czech Republic,1962,9620282.0,Europe,69.9,10136.86713
Czech Republic,1967,9835109.0,Europe,70.38,11399.44489
Czech Republic,1972,9862158.0,Europe,70.29,13108.4536
Czech Republic,1977,10161915.0,Europe,70.71,14800.16062
Czech Republic,1982,10303704.0,Europe,70.96,15377.22855
Czech Republic,1987,10311597.0,Europe,71.58,16310.4434
Czech Republic,1992,10315702.0,Europe,72.4,14297.02122
Czech Republic,1997,10300707.0,Europe,74.01,16048.51424
Czech Republic,2002,10256295.0,Europe,75.51,17596.21022
Czech Republic,2002,10256295.0,Europe,75.51,17596.21022
Czech Republic,2007,10228744.0,Europe,76.486,22833.30851
Czech Republic,2007,10228744.0,Europe,76.486,22833.30851
Czech Republic,2012,10517183.0,Europe,76.576,21630.637091
Czech Republic,2017,10602619.0,Europe,77.34,22807.911955
Czech Republic,2022,10688056.0,Europe,78.105,23985.18682
Czech Republic,2025,10739318.0,Europe,78.564,24691.551738
Denmark,1952,4334000.0,Europe,70.78,9692.385245
Denmark,1957,4487831.0,Europe,71.81,11099.65935
Denmark,1962,4646899.0,Europe,72.35,13583.31351
Denmark,1967,4838800.0,Europe,72.96,15937.21123
Denmark,1972,4991596.0,Europe,73.47,18866.20721
Denmark,1977,5088419.0,Europe,74.69,20422.9015
Denmark,1982,5117810.0,Europe,74.63,21688.04048
Denmark,1987,5127024.0,Europe,74.8,25116.17581
Denmark,1992,5171393.0,Europe,75.33,26406.73985
Denmark,1997,5283663.0,Europe,76.11,29804.34567
Denmark,2002,5374693.0,Europe,77.18,32166.50006
Denmark,2007,5468120.0,Europe,78.332,35278.41874
Denmark,2012,5608120.0,Europe,78.313,36602.685066
Denmark,2017,5702571.0,Europe,78.92,38899.740478
Denmark,2022,5797023.0,Europe,79.527,41196.79589
Denmark,2025,5853693.0,Europe,79.891,42575.029137
Djibouti,1952,63149.0,Africa,34.812,2669.529475
Djibouti,1957,71851.0,Africa,37.328,2864.969076
Djibouti,1962,89898.0,Africa,39.693,3020.989263
Djibouti,1967,127617.0,Africa,42.074,3020.050513
Djibouti,1972,178848.0,Africa,44.366,3694.212352
Djibouti,1977,228694.0,Africa,46.519,3081.761022
Djibouti,1982,305991.0,Africa,48.812,2879.468067
Djibouti,1987,311025.0,Africa,50.04,2880.102568
Djibouti,1992,384156.0,Africa,51.604,2377.156192
Djibouti,1997,417908.0,Africa,53.157,1895.016984
Djibouti,2002,447416.0,Africa,53.373,1908.260867
Djibouti,2007,496374.0,Africa,54.791,2082.481567
Djibouti,2012,537474.0,Africa,58.321,2043.087691
Djibouti,2017,580125.0,Africa,60.158,1942.357618
Djibouti,2022,622776.0,Africa,61.995,1841.627546
Djibouti,2025,648366.0,Africa,63.098,1781.189502
Dominican Republic,1952,2491346.0,Americas,45.928,1397.717137
Dominican Republic,1957,2923186.0,Americas,49.828,1544.402995
Dominican Republic,1962,3453434.0,Americas,53.459,1662.137359
Dominican Republic,1967,4049146.0,Americas,56.751,1653.723003
Dominican Republic,1972,4671329.0,Americas,59.631,2189.874499
Dominican Republic,1977,5302800.0,Americas,61.788,2681.9889
Dominican Republic,1982,5968349.0,Americas,63.727,2861.092386
Dominican Republic,1987,6655297.0,Americas,66.046,2899.842175
Dominican Republic,1992,7351181.0,Americas,68.457,3044.214214
Dominican Republic,1997,7992357.0,Americas,69.957,3614.101285
Dominican Republic,2002,8650322.0,Americas,70.847,4563.808154
Dominican Republic,2007,9319622.0,Americas,72.235,6025.374752
Dominican Republic,2012,9861955.0,Americas,76.867,5140.403911
Dominican Republic,2017,10496764.0,Americas,79.223,5493.565065
Dominican Republic,2022,11131573.0,Americas,81.578,5846.72622
Dominican Republic,2025,11512458.0,Americas,82.992,6058.622913
Ecuador,1952,3548753.0,Americas,48.357,3522.110717
Ecuador,1957,4058385.0,Americas,51.356,3780.546651
Ecuador,1962,4681707.0,Americas,54.64,4086.114078
Ecuador,1967,5432424.0,Americas,56.678,4579.074215
Ecuador,1972,6298651.0,Americas,58.796,5280.99471
Ecuador,1977,7278866.0,Americas,61.31,6679.62326
Ecuador,1982,8365850.0,Americas,64.342,7213.791267
Ecuador,1987,9545158.0,Americas,67.231,6481.776993
Ecuador,1992,10748394.0,Americas,69.613,7103.702595
Ecuador,1997,11911819.0,Americas,72.312,7429.455877
Ecuador,1997,11911819.0,Americas,72.312,7429.455877
Ecuador,2002,12921234.0,Americas,74.173,5773.044512
Ecuador,2002,12921234.0,Americas,74.173,5773.044512
Ecuador,2007,13755680.0,Americas,74.994,6873.262326
Ecuador,2007,13755680.0,Americas,74.994,6873.262326
Ecuador,2012,14699004.0,Americas,78.878,7581.926662
Ecuador,2017,15691259.0,Americas,81.352,7877.755709
Ecuador,2022,16683514.0,Americas,83.827,8173.584757
Ecuador,2025,17278867.0,Americas,85.312,8351.082186
Egypt,1952,22223309.0,Africa,41.893,1418.822445
Egypt,1957,25009741.0,Africa,44.444,1458.915272
Egypt,1962,28173309.0,Africa,46.992,1693.335853
Egypt,1967,31681188.0,Africa,49.293,1814.880728
Egypt,1972,34807417.0,Africa,51.137,2024.008147
Egypt,1977,38783863.0,Africa,53.319,2785.493582
Egypt,1982,45681811.0,Africa,56.006,3503.729636
Egypt,1987,52799062.0,Africa,59.797,3885.46071
Egypt,1992,59402198.0,Africa,63.674,3794.755195
Egypt,1997,66134291.0,Africa,67.217,4173.181797
Egypt,2002,73312559.0,Africa,69.806,4754.604414
Egypt,2007,80264543.0,Africa,71.338,5581.180998
Egypt,2012,81486041.0,Africa,74.295,5551.486051
Egypt,2017,86865005.0,Africa,77.073,5932.633023
Egypt,2022,92243969.0,Africa,79.85,6313.779995
Egypt,2025,95471347.0,Africa,81.516,6542.468178
El Salvador,1952,2042865.0,Americas,45.262,3048.3029
El Salvador,1957,2355805.0,Americas,48.57,3421.523218
El Salvador,1962,2747687.0,Americas,52.307,3776.803627
El Salvador,1967,3232927.0,Americas,55.855,4358.595393
El Salvador,1972,3790903.0,Americas,58.207,4520.246008
El Salvador,1977,4282586.0,Americas,56.696,5138.922374
El Salvador,1982,4474873.0,Americas,56.604,4098.344175
El Salvador,1987,4842194.0,Americas,63.154,4140.442097
El Salvador,1992,5274649.0,Americas,66.798,4444.2317
El Salvador,1997,5783439.0,Americas,69.535,5154.825496
El Salvador,2002,6353681.0,Americas,70.734,5351.568666
El Salvador,2007,6939688.0,Americas,71.878,5728.353514
El Salvador,2012,7176418.0,Americas,75.14,5676.058199
El Salvador,2017,7612260.0,Americas,77.526,5867.475368
El Salvador,2022,8048103.0,Americas,79.912,6058.892538
El Salvador,2025,8309608.0,Americas,81.343,6173.74284
Equatorial Guinea,1952,216964.0,Africa,34.482,375.6431231
Equatorial Guinea,1957,232922.0,Africa,35.983,426.0964081
Equatorial Guinea,1962,249220.0,Africa,37.485,582.8419714
Equatorial Guinea,1967,259864.0,Africa,38.987,915.5960025
Equatorial Guinea,1972,277603.0,Africa,40.516,672.4122571
Equatorial Guinea,1977,192675.0,Africa,42.024,958.5668124
Equatorial Guinea,1982,285483.0,Africa,43.662,927.8253427
Equatorial Guinea,1987,341244.0,Africa,45.664,966.8968149
Equatorial Guinea,1992,387838.0,Africa,47.545,1132.055034
Equatorial Guinea,1997,439971.0,Africa,48.245,2814.480755
Equatorial Guinea,1997,439971.0,Africa,48.245,2814.480755
Equatorial Guinea,2002,495627.0,Africa,49.348,7703.4959
Equatorial Guinea,2002,495627.0,Africa,49.348,7703.4959
Equatorial Guinea,2007,551201.0,Africa,51.579,12154.08975
Equatorial Guinea,2007,551201.0,Africa,51.579,12154.08975
Equatorial Guinea,2012,536914.0,Africa,52.937,8421.516382
Equatorial Guinea,2017,568299.0,Africa,54.477,9302.714944
Equatorial Guinea,2022,599683.0,Africa,56.017,10183.913505
Equatorial Guinea,2025,618514.0,Africa,56.941,10712.632642
Eritrea,1952,1438760.0,Africa,35.928,328.9405571
Eritrea,1957,1542611.0,Africa,38.047,344.1618859
Eritrea,1962,1666618.0,Africa,40.158,380.9958433
Eritrea,1967,1820319.0,Africa,42.189,468.7949699
Eritrea,1972,2260187.0,Africa,44.142,514.3242082
Eritrea,1977,2512642.0,Africa,44.535,505.7538077
Eritrea,1982,2637297.0,Africa,43.89,524.8758493
Eritrea,1987,2915959.0,Africa,46.453,521.1341333
Eritrea,1992,3668440.0,Africa,49.991,582.8585102
Eritrea,1997,4058319.0,Africa,53.378,913.47079
Eritrea,2002,4414865.0,Africa,55.24,765.3500015
Eritrea,2007,4906585.0,Africa,58.04,641.3695236
Eritrea,2012,4912736.0,Africa,58.177,803.834457
Eritrea,2017,5234662.0,Africa,60.05,844.270142
Eritrea,2022,5556588.0,Africa,61.924,884.705826
Eritrea,2025,5749743.0,Africa,63.048,908.967237
Ethiopia,1952,20860941.0,Africa,34.078,362.1462796
Ethiopia,1957,22815614.0,Africa,36.667,378.9041632
Ethiopia,1962,25145372.0,Africa,40.059,419.4564161
Ethiopia,1967,27860297.0,Africa,42.115,516.1186438
Ethiopia,1972,30770372.0,Africa,43.515,566.2439442
Ethiopia,1977,34617799.0,Africa,44.51,556.8083834
Ethiopia,1982,38111756.0,Africa,44.916,577.8607471
Ethiopia,1987,42999530.0,Africa,46.684,573.7413142
Ethiopia,1992,52088559.0,Africa,48.091,421.3534653
Ethiopia,1997,59861301.0,Africa,49.402,515.8894013
Ethiopia,2002,67946797.0,Africa,50.725,530.0535319
Ethiopia,2007,76511887.0,Africa,52.947,690.8055759
Ethiopia,2012,73966048.0,Africa,54.459,627.759384
Ethiopia,2017,78940437.0,Africa,55.995,646.012342
Ethiopia,2022,83914826.0,Africa,57.531,664.2653
Ethiopia,2025,86899460.0,Africa,58.453,675.217075
Finland,1952,4090500.0,Europe,66.55,6424.519071
Finland,1957,4324000.0,Europe,67.49,7545.415386
Finland,1962,4491443.0,Europe,68.75,9371.842561
Finland,1967,4605744.0,Europe,69.83,10921.63626
Finland,1972,4639657.0,Europe,70.87,14358.8759
Finland,1977,4738902.0,Europe,72.52,15605.42283
Finland,1982,4826933.0,Europe,74.55,18533.15761
Finland,1987,4931729.0,Europe,74.83,21141.01223
Finland,1992,5041039.0,Europe,75.7,20647.16499
Finland,1997,5134406.0,Europe,77.13,23723.9502
Finland,2002,5193039.0,Europe,78.37,28204.59057
Finland,2007,5238460.0,Europe,79.313,33207.0844
Finland,2012,5409738.0,Europe,80.724,32312.525762
Finland,2017,5507956.0,Europe,81.914,34595.418546
Finland,2022,5606174.0,Europe,83.104,36878.31133
Finland,2025,5665105.0,Europe,83.818,38248.047
France,1952,42459667.0,Europe,67.41,7029.809327
France,1957,44310863.0,Europe,68.93,8662.834898
France,1962,47124000.0,Europe,70.51,10560.48553
France,1962,47124000.0,Europe,70.51,10560.48553
France,1967,49569000.0,Europe,71.55,12999.91766
France,1967,49569000.0,Europe,71.55,12999.91766
France,1972,51732000.0,Europe,72.38,16107.19171
France,1972,51732000.0,Europe,72.38,16107.19171
France,1977,53165019.0,Europe,73.83,18292.63514
France,1977,53165019.0,Europe,73.83,18292.63514
France,1982,54433565.0,Europe,74.89,20293.89746
France,1982,54433565.0,Europe,74.89,20293.89746
France,1987,55630100.0,Europe,76.34,22066.44214
France,1987,55630100.0,Europe,76.34,22066.44214
France,1992,57374179.0,Europe,77.46,24703.79615
France,1992,57374179.0,Europe,77.46,24703.79615
France,1997,58623428.0,Europe,78.64,25889.78487
France,2002,59925035.0,Europe,79.59,28926.03234
France,2007,61083916.0,Europe,80.657,30470.0167
France,2012,63936283.0,Europe,82.111,33227.999081
France,2017,65592431.0,Europe,83.299,35435.123277
France,2022,67248579.0,Europe,84.488,37642.247472
France,2025,68242267.0,Europe,85.201,38966.52199
Gabon,1952,420702.0,Africa,37.003,4293.476475
Gabon,1957,434904.0,Africa,38.999,4976.198099
Gabon,1962,455661.0,Africa,40.489,6631.459222
Gabon,1967,489004.0,Africa,44.598,8358.761987
Gabon,1972,537977.0,Africa,48.69,11401.94841
Gabon,1977,706367.0,Africa,52.79,21745.57328
Gabon,1982,753874.0,Africa,56.564,15113.36194
Gabon,1987,880397.0,Africa,60.19,11864.40844
Gabon,1992,985739.0,Africa,61.366,13522.15752
Gabon,1997,1126189.0,Africa,60.461,14722.84188
Gabon,2002,1299304.0,Africa,56.761,12521.71392
Gabon,2007,1454867.0,Africa,56.735,13206.48452
Gabon,2012,1418314.0,Africa,65.739,17056.332654
Gabon,2017,1514144.0,Africa,67.973,17906.558374
Gabon,2022,1609975.0,Africa,70.207,18756.784094
Gabon,2025,1667473.0,Africa,71.547,19266.919526
Gambia,1952,284320.0,Africa,30.0,485.2306591
Gambia,1957,323150.0,Africa,32.065,520.9267111
Gambia,1962,374020.0,Africa,33.896,599.650276
Gambia,1967,439593.0,Africa,35.857,734.7829124
Gambia,1972,517101.0,Africa,38.308,756.0868363
Gambia,1977,608274.0,Africa,41.842,884.7552507
Gambia,1982,715523.0,Africa,45.58,835.8096108
Gambia,1987,848406.0,Africa,49.265,611.6588611
Gambia,1992,1025384.0,Africa,52.644,665.6244126
Gambia,1997,1235767.0,Africa,55.861,653.7301704
Gambia,2002,1457766.0,Africa,58.041,660.5855997
Gambia,2007,1688359.0,Africa,59.448,752.7497265
Gambia,2012,1604918.0,Africa,63.31,765.36388
Gambia,2017,1729807.0,Africa,66.219,778.476386
Gambia,2022,1854697.0,Africa,69.128,791.588893
Gambia,2025,1929630.0,Africa,70.874,799.456397
Germany,1952,69145952.0,Europe,67.5,7144.114393
Germany,1957,71019069.0,Europe,69.1,10187.82665
Germany,1962,73739117.0,Europe,70.3,12902.46291
Germany,1967,76368453.0,Europe,70.8,14745.62561
Germany,1972,78717088.0,Europe,71.0,18016.18027
Germany,1977,78160773.0,Europe,72.5,20512.92123
Germany,1982,78335266.0,Europe,73.8,22031.53274
Germany,1987,77718298.0,Europe,74.847,24639.18566
Germany,1992,80597764.0,Europe,76.07,26505.30317
Germany,1997,82011073.0,Europe,77.34,27788.88416
Germany,2002,82350671.0,Europe,78.67,30035.80198
Germany,2007,82400996.0,Europe,79.406,32170.37442
Germany,2012,84911094.0,Europe,80.389,35063.766308
Germany,2017,86044025.0,Europe,81.458,37295.625058
Germany,2022,87176957.0,Europe,82.526,39527.483808
Germany,2025,87856715.0,Europe,83.167,40866.599058
Ghana,1952,5581001.0,Africa,43.149,911.2989371
Ghana,1957,6391288.0,Africa,44.779,1043.561537
Ghana,1962,7355248.0,Africa,46.452,1190.041118
Ghana,1967,8490213.0,Africa,48.072,1125.69716
Ghana,1972,9354120.0,Africa,49.875,1178.223708
Ghana,1977,10538093.0,Africa,51.756,993.2239571
Ghana,1982,11400338.0,Africa,53.744,876.032569
Ghana,1987,14168101.0,Africa,55.729,847.0061135
Ghana,1992,16278738.0,Africa,57.501,925.060154
Ghana,1997,18418288.0,Africa,58.556,1005.245812
Ghana,2002,20550751.0,Africa,58.453,1111.984578
Ghana,2007,22873338.0,Africa,60.022,1327.60891
Ghana,2012,22828875.0,Africa,62.797,1085.20979
Ghana,2017,24399990.0,Africa,64.406,1091.460212
Ghana,2022,25971106.0,Africa,66.015,1097.710634
Ghana,2025,26913775.0,Africa,66.98,1101.460887
Greece,1952,7733250.0,Europe,65.86,3530.690067
Greece,1957,8096218.0,Europe,67.86,4916.299889
Greece,1962,8448233.0,Europe,69.51,6017.190733
Greece,1967,8716441.0,Europe,71.0,8513.097016
Greece,1972,8888628.0,Europe,72.34,12724.82957
Greece,1977,9308479.0,Europe,73.68,14195.52428
Greece,1982,9786480.0,Europe,75.24,15268.42089
Greece,1987,9974490.0,Europe,76.67,16120.52839
Greece,1992,10325429.0,Europe,77.03,17541.49634
Greece,1997,10502372.0,Europe,77.869,18747.69814
Greece,2002,10603863.0,Europe,78.256,22514.2548
Greece,2007,10706290.0,Europe,79.483,27538.41188
Greece,2012,11274902.0,Europe,81.611,26877.720371
Greece,2017,11559628.0,Europe,82.823,28863.671685
Greece,2022,11844355.0,Europe,84.035,30849.622998
Greece,2025,12015191.0,Europe,84.762,32041.193786
Guatemala,1952,3146381.0,Americas,42.023,2428.237769
Guatemala,1957,3640876.0,Americas,44.142,2617.155967
Guatemala,1962,4208858.0,Americas,46.954,2750.364446
Guatemala,1967,4690773.0,Americas,50.016,3242.531147
Guatemala,1972,5149581.0,Americas,53.738,4031.408271
Guatemala,1977,5703430.0,Americas,56.029,4879.992748
Guatemala,1982,6395630.0,Americas,58.137,4820.49479
Guatemala,1987,7326406.0,Americas,60.782,4246.485974
Guatemala,1992,8486949.0,Americas,63.373,4439.45084
Guatemala,1997,9803875.0,Americas,66.322,4684.313807
Guatemala,2002,11178650.0,Americas,68.978,4858.347495
Guatemala,2007,12572928.0,Americas,70.259,5186.050003
Guatemala,2012,12242800.0,Americas,73.996,5620.280896
Guatemala,2017,13071124.0,Americas,76.652,5867.185223
Guatemala,2022,13899448.0,Americas,79.309,6114.089549
Guatemala,2025,14396442.0,Americas,80.902,6262.232145
Guinea,1952,2664249.0,Africa,33.609,510.1964923
Guinea,1952,2664249.0,Africa,33.609,510.1964923
Guinea,1957,2876726.0,Africa,34.558,576.2670245
Guinea,1957,2876726.0,Africa,34.558,576.2670245
Guinea,1962,3140003.0,Africa,35.753,686.3736739
Guinea,1962,3140003.0,Africa,35.753,686.3736739
Guinea,1967,3451418.0,Africa,37.197,708.7595409
Guinea,1967,3451418.0,Africa,37.197,708.7595409
Guinea,1972,3811387.0,Africa,38.842,741.6662307
Guinea,1972,3811387.0,Africa,38.842,741.6662307
Guinea,1977,4227026.0,Africa,40.762,874.6858643
Guinea,1982,4710497.0,Africa,42.891,857.2503577
Guinea,1987,5650262.0,Africa,45.552,805.5724718
Guinea,1992,6990574.0,Africa,48.576,794.3484384
Guinea,1997,8048834.0,Africa,51.455,869.4497668
Guinea,2002,8807818.0,Africa,53.676,945.5835837
Guinea,2007,9947814.0,Africa,56.007,942.6542111
Guinea,2012,9536190.0,Africa,56.701,1013.717592
Guinea,2017,10175603.0,Africa,58.772,1050.413908
Guinea,2022,10815016.0,Africa,60.843,1087.110223
Guinea,2025,11198664.0,Africa,62.086,1109.128013
Guinea-Bissau,1952,580653.0,Africa,32.5,299.850319
Guinea-Bissau,1957,601095.0,Africa,33.489,431.7904566
Guinea-Bissau,1962,627820.0,Africa,34.488,522.0343725
Guinea-Bissau,1967,601287.0,Africa,35.492,715.5806402
Guinea-Bissau,1972,625361.0,Africa,36.486,820.2245876
Guinea-Bissau,1977,745228.0,Africa,37.465,764.7259628
Guinea-Bissau,1982,825987.0,Africa,39.327,838.1239671
Guinea-Bissau,1987,927524.0,Africa,41.245,736.4153921
Guinea-Bissau,1992,1050938.0,Africa,43.266,745.5398706
Guinea-Bissau,1997,1193708.0,Africa,44.873,796.6644681
Guinea-Bissau,2002,1332459.0,Africa,45.504,575.7047176
Guinea-Bissau,2007,1472041.0,Africa,46.388,579.231743
Guinea-Bissau,2012,1418014.0,Africa,48.042,794.489055
Guinea-Bissau,2017,1500476.0,Africa,49.401,816.386262
Guinea-Bissau,2022,1582939.0,Africa,50.76,838.283469
Guinea-Bissau,2025,1632416.0,Africa,51.575,851.421793
Haiti,1952,3201488.0,Americas,37.579,1840.366939
Haiti,1957,3507701.0,Americas,40.696,1726.887882
Haiti,1962,3880130.0,Americas,43.59,1796.589032
Haiti,1967,4318137.0,Americas,46.243,1452.057666
Haiti,1972,4698301.0,Americas,48.042,1654.456946
Haiti,1977,4908554.0,Americas,49.923,1874.298931
Haiti,1982,5198399.0,Americas,51.461,2011.159549
Haiti,1987,5756203.0,Americas,53.636,1823.015995
Haiti,1992,6326682.0,Americas,55.089,1456.309517
Haiti,1997,6913545.0,Americas,56.671,1341.726931
Haiti,2002,7607651.0,Americas,58.137,1270.364932
Haiti,2007,8502814.0,Americas,60.916,1201.637154
Haiti,2012,8355140.0,Americas,63.07,1310.39902
Haiti,2017,8809526.0,Americas,65.055,1262.654363
Haiti,2022,9263912.0,Americas,67.04,1214.909706
Haiti,2025,9536543.0,Americas,68.231,1186.262912
Honduras,1952,1517453.0,Americas,41.912,2194.926204
Honduras,1957,1770390.0,Americas,44.665,2220.487682
Honduras,1962,2090162.0,Americas,48.041,2291.156835
Honduras,1967,2500689.0,Americas,50.924,2538.269358
Honduras,1972,2965146.0,Americas,53.884,2529.842345
Honduras,1977,3055235.0,Americas,57.402,3203.208066
Honduras,1982,3669448.0,Americas,60.909,3121.760794
Honduras,1987,4372203.0,Americas,64.492,3023.096699
Honduras,1992,5077347.0,Americas,66.399,3081.694603
Honduras,1997,5867957.0,Americas,67.659,3160.454906
Honduras,2002,6677328.0,Americas,68.565,3099.72866
Honduras,2007,7483763.0,Americas,70.198,3548.330846
Honduras,2012,7419572.0,Americas,75.564,3584.439183
Honduras,2017,7957877.0,Americas,78.278,3699.827813
Honduras,2022,8496181.0,Americas,80.992,3815.216444
Honduras,2025,8819164.0,Americas,82.621,3884.449622
Hong Kong China,1952,2125900.0,Asia,60.96,3054.421209
Hong Kong China,1957,2736300.0,Asia,64.75,3629.076457
Hong Kong China,1962,3305200.0,Asia,67.65,4692.648272
Hong Kong China,1967,3722800.0,Asia,70.0,6197.962814
Hong Kong China,1972,4115700.0,Asia,72.0,8315.928145
Hong Kong China,1977,4583700.0,Asia,73.6,11186.14125
Hong Kong China,1982,5264500.0,Asia,75.45,14560.53051
Hong Kong China,1987,5584510.0,Asia,76.2,20038.47269
Hong Kong China,1992,5829696.0,Asia,77.601,24757.60301
Hong Kong China,1997,6495918.0,Asia,80.0,28377.63219
Hong Kong China,2002,6762476.0,Asia,81.495,30209.01516
Hong Kong China,2007,6980412.0,Asia,82.208,39724.97867
Hong Kong China,2012,7692076.0,Asia,85.387,37586.216585
Hong Kong China,2017,8138202.0,Asia,87.217,40871.988234
Hong Kong China,2022,8584327.0,Asia,89.047,44157.759884
Hong Kong China,2025,8852003.0,Asia,90.144,46129.222873
Hungary,1952,9504000.0,Europe,64.03,5263.673816
Hungary,1957,9839000.0,Europe,66.41,6040.180011
Hungary,1962,10063000.0,Europe,67.96,7550.359877
Hungary,1967,10223422.0,Europe,69.5,9326.64467
Hungary,1972,10394091.0,Europe,69.76,10168.65611
Hungary,1977,10637171.0,Europe,69.95,11674.83737
Hungary,1982,10705535.0,Europe,69.39,12545.99066
Hungary,1987,10612740.0,Europe,69.58,12986.47998
Hungary,1992,10348684.0,Europe,69.17,10535.62855
Hungary,1997,10244684.0,Europe,71.04,11712.7768
Hungary,2002,10083313.0,Europe,72.59,14843.93556
Hungary,2007,9956108.0,Europe,73.338,18008.94444
Hungary,2012,10440245.0,Europe,73.412,16886.772007
Hungary,2017,10474492.0,Europe,74.03,17809.632985
Hungary,2022,10508738.0,Europe,74.648,18732.493962
Hungary,2025,10529286.0,Europe,75.019,19286.210549
Iceland,1952,147962.0,Europe,72.49,7267.688428
Iceland,1957,165110.0,Europe,73.47,9244.001412
Iceland,1962,182053.0,Europe,73.68,10350.15906
Iceland,1967,198676.0,Europe,73.73,13319.89568
Iceland,1972,209275.0,Europe,74.46,15798.06362
Iceland,1977,221823.0,Europe,76.11,19654.96247
Iceland,1982,233997.0,Europe,76.99,23269.6075
Iceland,1987,244676.0,Europe,77.23,26923.20628
Iceland,1992,259012.0,Europe,78.77,25144.39201
Iceland,1997,271192.0,Europe,78.95,28061.09966
Iceland,2002,288030.0,Europe,80.5,31163.20196
Iceland,2007,301931.0,Europe,81.757,36180.78919
Iceland,2012,314341.0,Europe,81.886,37245.196186
Iceland,2017,327781.0,Europe,82.713,39816.546018
Iceland,2022,341221.0,Europe,83.54,42387.895851
Iceland,2025,349286.0,Europe,84.036,43930.705751
India,1952,372000000.0,Asia,37.373,546.5657493
India,1957,409000000.0,Asia,40.249,590.061996
India,1962,454000000.0,Asia,43.605,658.3471509
India,1967,506000000.0,Asia,47.193,700.7706107
India,1972,567000000.0,Asia,50.651,724.032527
India,1977,634000000.0,Asia,54.208,813.337323
India,1982,708000000.0,Asia,56.596,855.7235377
India,1987,788000000.0,Asia,58.553,976.5126756
India,1992,872000000.0,Asia,60.223,1164.406809
India,1997,959000000.0,Asia,61.765,1458.817442
India,2002,1034172547.0,Asia,62.879,1746.769454
India,2007,1110396331.0,Asia,64.698,2452.210407
India,2012,1152287843.0,Asia,69.589,1968.518081
India,2017,1221696628.0,Asia,72.116,2108.706046
India,2022,1291105413.0,Asia,74.642,2248.894011
