country;year;pop;continent;lifeExp;gdpPercap;code;child_mortality;co2_share;daily_protein_consumption;literacy_rate
China;1972;862030000.0;Asia;63.11888;676.9000921;CHN;102.1;2.6267;46.38;
China;1977;943455000.0;Asia;63.96736;741.2374699;CHN;74.6;3.2356;47.67;
China;1982;1000281000.0;Asia;65.525;962.4213805;CHN;57.2;3.9159;58.17;65.505089
China;1987;1084035000.0;Asia;67.274;1378.904018;CHN;53.8;4.7003;63.02;
China;1992;1164970000.0;Asia;68.69;1655.784158;CHN;52.4;5.5437;65.76;
China;1997;1230075000.0;Asia;70.426;2289.234136;CHN;43.6;6.5356;79.4;
China;2002;1280400000.0;Asia;72.028;3119.280896;CHN;31.6;7.3677;84.39;
China;2007;1318683096.0;Asia;72.961;4959.114854;CHN;20.0;8.8188;89.3;
Colombia;1952;12350771.0;Americas;50.643;2144.115096;COL;169.68;0.0378;;
Colombia;1957;14485993.0;Americas;55.118;2323.805581;COL;148.65666666666667;0.0538;;
Colombia;1962;17009885.0;Americas;57.863;2492.351109;COL;121.0;0.072;49.94;
Colombia;1967;19764027.0;Americas;59.963;2678.729839;COL;106.5;0.091;47.39;
Colombia;1972;22542890.0;Americas;61.623;3264.660041;COL;89.6;0.1081;47.48;79.0
Colombia;1977;25094412.0;Americas;63.837;3815.80787;COL;69.6;0.1245;49.68;82.0
Colombia;1982;27764644.0;Americas;66.653;4397.575659;COL;50.5;0.1405;52.94;
Colombia;1987;30964245.0;Americas;67.768;4903.2191;COL;38.9;0.1548;52.48;
Colombia;1992;34202721.0;Americas;68.421;5444.648617;COL;33.2;0.1677;57.3;
Colombia;1997;37657830.0;Americas;70.313;6117.361746;COL;27.9;0.18;64.63;
Colombia;2002;41008227.0;Americas;71.682;5755.259962;COL;23.6;0.1859;63.42;
Colombia;2007;44227550.0;Americas;72.889;7006.580419;COL;20.4;0.1879;64.05;92.651787
Comoros;1952;153936.0;Africa;40.715;1102.990936;COM;293.444;0.0;;
Comoros;1957;170928.0;Africa;42.46;1211.148548;COM;313.329;0.0;;
Comoros;1962;191689.0;Africa;44.467;1406.648278;COM;303.02444444444444;0.0;;
Comoros;1967;217378.0;Africa;46.472;1876.029643;COM;247.43555555555554;0.0;;
Comoros;1972;250027.0;Africa;48.944;1937.577675;COM;216.1;0.0001;;
Comoros;1977;304739.0;Africa;50.939;1172.603047;COM;191.6;0.0001;;
Comoros;1982;348643.0;Africa;52.933;1267.100083;COM;163.2;0.0001;;
Comoros;1987;395114.0;Africa;54.926;1315.980812;COM;137.7;0.0001;;
Comoros;1992;454429.0;Africa;57.939;1246.90737;COM;117.6;0.0001;;
Comoros;1997;527982.0;Africa;60.66;1173.618235;COM;104.4;0.0002;;
Comoros;2002;614382.0;Africa;62.974;1075.811558;COM;100.7;0.0002;;
Comoros;2007;710960.0;Africa;65.152;986.1478792;COM;93.1;0.0002;;
Congo Dem. Rep.;1952;14100005.0;Africa;39.143;780.5423257;;;;;
Congo Dem. Rep.;1957;15577932.0;Africa;40.652;905.8602303;;;;;
Congo Dem. Rep.;1962;17486434.0;Africa;42.122;896.3146335;;;;;
Congo Dem. Rep.;1967;19941073.0;Africa;44.056;861.5932424;;;;;
Congo Dem. Rep.;1972;23007669.0;Africa;45.989;904.8960685;;;;;
Congo Dem. Rep.;1977;26480870.0;Africa;47.804;795.757282;;;;;
Congo Dem. Rep.;1982;30646495.0;Africa;47.784;673.7478181;;;;;
Congo Dem. Rep.;1987;35481645.0;Africa;47.412;672.774812;;;;;
Congo Dem. Rep.;1992;41672143.0;Africa;45.548;457.7191807;;;;;
Congo Dem. Rep.;1997;47798986.0;Africa;42.587;312.188423;;;;;
Congo Dem. Rep.;2002;55379852.0;Africa;44.966;241.1658765;;;;;
Congo Dem. Rep.;2007;64606759.0;Africa;46.462;277.5518587;;;;;
China;1997;1230075000.0;Asia;70.426;2289.234136;CHN;43.6;6.5356;79.4;
China;2002;1280400000.0;Asia;72.028;3119.280896;CHN;31.6;7.3677;84.39;
China;2007;1318683096.0;Asia;72.961;4959.114854;CHN;20.0;8.8188;89.3;
Congo Rep.;1952;854885.0;Africa;42.111;2125.621418;;;;;
Congo Rep.;1957;940458.0;Africa;45.053;2315.056572;;;;;
Congo Rep.;1962;1047924.0;Africa;48.435;2464.783157;;;;;
Congo Rep.;1967;1179760.0;Africa;52.04;2677.939642;;;;;
Congo Rep.;1972;1340458.0;Africa;54.907;3213.152683;;;;;
Congo Rep.;1977;1536769.0;Africa;55.625;3259.178978;;;;;
Congo Rep.;1982;1774735.0;Africa;56.695;4879.507522;;;;;
Congo Rep.;1987;2064095.0;Africa;57.47;4201.194937;;;;;
Congo Rep.;1992;2409073.0;Africa;56.433;4016.239529;;;;;
Congo Rep.;1997;2800947.0;Africa;52.962;3484.164376;;;;;
Congo Rep.;2002;3328795.0;Africa;52.97;3484.06197;;;;;
Congo Rep.;2007;3800610.0;Africa;55.322;3632.557798;;;;;
Costa Rica;1952;926317.0;Americas;57.206;2627.009471;CRI;142.91;0.0004;;
Costa Rica;1957;1112300.0;Americas;60.026;2990.010802;CRI;121.152;0.0011;;
Costa Rica;1962;1345187.0;Americas;62.842;3460.937025;CRI;101.682;0.0017;48.2;
Costa Rica;1967;1588717.0;Americas;65.424;4161.727834;CRI;82.1;0.0025;51.58;
Costa Rica;1972;1834796.0;Americas;67.849;5118.146939;CRI;65.2;0.0035;55.44;89.0
Costa Rica;1977;2108457.0;Americas;70.75;5926.876967;CRI;34.3;0.0049;60.85;91.0
Costa Rica;1982;2424367.0;Americas;73.45;5262.734751;CRI;23.0;0.0062;56.69;92.0
Costa Rica;1987;2799811.0;Americas;74.752;5629.915318;CRI;19.4;0.0069;65.43;
Costa Rica;1992;3173216.0;Americas;75.713;6160.416317;CRI;16.2;0.0079;65.56;
Costa Rica;1997;3518107.0;Americas;77.26;6677.045314;CRI;14.8;0.0094;70.3;
Costa Rica;2002;3834934.0;Americas;78.123;7723.447195;CRI;11.6;0.0109;70.13;
Costa Rica;2007;4133884.0;Americas;78.782;9645.06142;CRI;10.4;0.0124;74.47;
Cote d'Ivoire;1952;2977019.0;Africa;40.477;1388.594732;CIV;363.26;0.0;;
Cote d'Ivoire;1957;3300000.0;Africa;42.469;1500.895925;CIV;335.8;0.0;;
Cote d'Ivoire;1962;3832408.0;Africa;44.93;1728.869428;CIV;296.2;0.0008;52.05;
Cote d'Ivoire;1967;4744870.0;Africa;47.35;2052.050473;CIV;261.4;0.002;58.86;
Cote d'Ivoire;1972;6071696.0;Africa;49.801;2378.201111;CIV;226.8;0.0041;58.51;
Cote d'Ivoire;1977;7459574.0;Africa;52.374;2517.736547;CIV;184.2;0.0068;57.53;
Cote d'Ivoire;1982;9025951.0;Africa;53.983;2602.710169;CIV;159.4;0.0097;60.39;
Cote d'Ivoire;1987;10761098.0;Africa;54.655;2156.956069;CIV;152.1;0.0124;57.08;
Cote d'Ivoire;1992;12772596.0;Africa;52.044;1648.073791;CIV;151.6;0.0143;54.78;
Cote d'Ivoire;1997;14625967.0;Africa;47.991;1786.265407;CIV;150.8;0.0157;53.06;
Cote d'Ivoire;2002;16252726.0;Africa;46.832;1648.800823;CIV;140.3;0.017;52.13;
Cote d'Ivoire;2007;18013409.0;Africa;48.328;1544.750112;CIV;121.4;0.0177;55.01;
Croatia;1952;3882229.0;Europe;61.21;3119.23652;HRV;116.01599999999999;0.0;;
Croatia;1957;3991242.0;Europe;64.77;4338.231617;HRV;104.056;0.0;;
Croatia;1962;4076557.0;Europe;67.13;5477.890018;HRV;86.05199999999999;0.0071;;
Croatia;1967;4174366.0;Europe;68.5;6960.297861;HRV;58.982;0.0161;;
Croatia;1972;4225310.0;Europe;69.61;9164.090127;HRV;39.252;0.0252;;
Croatia;1977;4318673.0;Europe;70.64;11305.38517;HRV;30.532;0.0345;;
Croatia;1982;4413368.0;Europe;70.46;13221.82184;HRV;20.9;0.0431;;
Croatia;1987;4484310.0;Europe;71.52;13822.58394;HRV;15.8;0.051;;
Croatia;1992;4494013.0;Europe;72.527;8447.794873;HRV;11.4;0.0562;59.5;
Croatia;1997;4444595.0;Europe;73.68;9875.604515;HRV;9.3;0.0585;63.34;
Croatia;2002;4481020.0;Europe;74.876;11628.38895;HRV;7.7;0.0613;76.18;
Croatia;2007;4493312.0;Europe;75.748;14619.22272;HRV;6.2;0.0637;81.54;
Cuba;1952;6007797.0;Americas;59.421;5586.53878;CUB;48.26;0.008;;
Cuba;1957;6640752.0;Americas;62.325;6092.174359;CUB;46.87;0.0208;;
Cuba;1962;7254373.0;Americas;65.246;5180.75591;CUB;50.5;0.0404;51.07;
Cuba;1967;8139332.0;Americas;68.29;5690.268015;CUB;44.8;0.0534;57.65;
Cuba;1972;8831348.0;Americas;70.723;5305.445256;CUB;35.8;0.065;65.46;90.0
Cuba;1977;9537988.0;Americas;72.649;6380.494966;CUB;24.8;0.0784;67.09;92.0
Cuba;1982;9789224.0;Americas;73.717;7316.918107;CUB;19.8;0.0919;72.29;
Cuba;1987;10239839.0;Americas;74.174;7532.924763;CUB;16.4;0.1016;72.6;
Cuba;1992;10723260.0;Americas;74.414;5592.843963;CUB;11.7;0.1078;56.27;
Cuba;1997;10983007.0;Americas;76.151;5431.990415;CUB;10.0;0.1093;56.96;
Cuba;2002;11226999.0;Americas;77.158;6340.646683;CUB;7.7;0.1086;70.19;99.799072
Cuba;2007;11416987.0;Americas;78.273;8948.102923;CUB;6.3;0.1063;81.35;
Czech Republic;1952;9125183.0;Europe;66.87;6876.14025;CZE;61.81;0.0;;
Czech Republic;1957;9513758.0;Europe;69.03;8256.343918;CZE;35.35;0.0;;
Czech Republic;1962;9620282.0;Europe;69.9;10136.86713;CZE;30.08;0.127;;
Czech Republic;1967;9835109.0;Europe;70.38;11399.44489;CZE;29.55;0.2674;;
Czech Republic;1972;9862158.0;Europe;70.29;13108.4536;CZE;27.06;0.3869;;
Czech Republic;1977;10161915.0;Europe;70.71;14800.16062;CZE;24.79;0.4852;;
Czech Republic;1982;10303704.0;Europe;70.96;15377.22855;CZE;18.0;0.5568;;
Czech Republic;1987;10311597.0;Europe;71.58;16310.4434;CZE;16.1;0.6073;;
Czech Republic;1992;10315702.0;Europe;72.4;14297.02122;CZE;13.2;0.624;;
Czech Republic;1997;10300707.0;Europe;74.01;16048.51424;CZE;8.4;0.6186;93.31;
Czech Republic;2002;10256295.0;Europe;75.51;17596.21022;CZE;6.0;0.6055;92.97;
Czech Republic;2007;10228744.0;Europe;76.486;22833.30851;CZE;4.7;0.5855;95.06;
Denmark;1952;4334000.0;Europe;70.78;9692.385245;DNK;32.6;0.3034;;
Denmark;1957;4487831.0;Europe;71.81;11099.65935;DNK;27.0;0.3097;;
Denmark;1962;4646899.0;Europe;72.35;13583.31351;DNK;23.8;0.3124;78.53;
Denmark;1967;4838800.0;Europe;72.96;15937.21123;DNK;19.0;0.325;78.75;
Denmark;1972;4991596.0;Europe;73.47;18866.20721;DNK;14.9;0.3367;78.39;
Denmark;1977;5088419.0;Europe;74.69;20422.9015;DNK;11.1;0.3367;83.98;
Denmark;1982;5117810.0;Europe;74.63;21688.04048;DNK;9.6;0.332;87.24;
Denmark;1987;5127024.0;Europe;74.8;25116.17581;DNK;9.7;0.3252;101.28;
Denmark;1992;5171393.0;Europe;75.33;26406.73985;DNK;7.9;0.3158;104.16;
Denmark;1997;5283663.0;Europe;76.11;29804.34567;DNK;6.0;0.3121;104.3;
Denmark;2002;5374693.0;Europe;77.18;32166.50006;DNK;5.4;0.303;107.32;
Denmark;2007;5468120.0;Europe;78.332;35278.41874;DNK;4.5;0.29;110.58;
Djibouti;1952;63149.0;Africa;34.812;2669.529475;DJI;276.29;0.0;;
Djibouti;1957;71851.0;Africa;37.328;2864.969076;DJI;250.9;0.0001;;
Djibouti;1962;89898.0;Africa;39.693;3020.989263;DJI;218.98;0.0001;43.75;
Djibouti;1967;127617.0;Africa;42.074;3020.050513;DJI;192.356;0.0002;39.94;
Djibouti;1972;178848.0;Africa;44.366;3694.212352;DJI;181.43599999999998;0.0004;37.98;
Djibouti;1977;228694.0;Africa;46.519;3081.761022;DJI;168.0;0.0005;35.29;
Djibouti;1982;305991.0;Africa;48.812;2879.468067;DJI;146.3;0.0007;39.13;
Djibouti;1987;311025.0;Africa;50.04;2880.102568;DJI;127.1;0.0008;43.73;
Djibouti;1992;384156.0;Africa;51.604;2377.156192;DJI;114.4;0.0009;36.35;
Djibouti;1997;417908.0;Africa;53.157;1895.016984;DJI;106.6;0.001;41.46;
Djibouti;2002;447416.0;Africa;53.373;1908.260867;DJI;96.0;0.001;49.76;
Djibouti;2007;496374.0;Africa;54.791;2082.481567;DJI;83.2;0.0011;62.71;
Czech Republic;2002;10256295.0;Europe;75.51;17596.21022;CZE;6.0;0.6055;92.97;
Czech Republic;2007;10228744.0;Europe;76.486;22833.30851;CZE;4.7;0.5855;95.06;
Dominican Republic;1952;2491346.0;Americas;45.928;1397.717137;DOM;169.0;0.0006;;
Dominican Republic;1957;2923186.0;Americas;49.828;1544.402995;DOM;160.3;0.002;;
Dominican Republic;1962;3453434.0;Americas;53.459;1662.137359;DOM;147.2;0.0034;39.95;
Dominican Republic;1967;4049146.0;Americas;56.751;1653.723003;DOM;130.7;0.0049;40.91;
Dominican Republic;1972;4671329.0;Americas;59.631;2189.874499;DOM;114.9;0.0077;42.61;68.0
Dominican Republic;1977;5302800.0;Americas;61.788;2681.9889;DOM;97.7;0.0121;45.48;72.0
Dominican Republic;1982;5968349.0;Americas;63.727;2861.092386;DOM;81.2;0.0152;47.39;
Dominican Republic;1987;6655297.0;Americas;66.046;2899.842175;DOM;67.0;0.0186;48.72;
Dominican Republic;1992;7351181.0;Americas;68.457;3044.214214;DOM;55.2;0.0221;47.14;
Dominican Republic;1997;7992357.0;Americas;69.957;3614.101285;DOM;45.6;0.0272;46.76;
Dominican Republic;2002;8650322.0;Americas;70.847;4563.808154;DOM;38.7;0.033;49.57;86.996468
Dominican Republic;2007;9319622.0;Americas;72.235;6025.374752;DOM;33.5;0.0371;55.68;88.244461
Ecuador;1952;3548753.0;Americas;48.357;3522.110717;ECU;229.147;0.0097;;
Ecuador;1957;4058385.0;Americas;51.356;3780.546651;ECU;194.2;0.0104;;
Ecuador;1962;4681707.0;Americas;54.64;4086.114078;ECU;168.4;0.0113;50.32;
Ecuador;1967;5432424.0;Americas;56.678;4579.074215;ECU;148.2;0.0125;53.05;
Ecuador;1972;6298651.0;Americas;58.796;5280.99471;ECU;130.3;0.0148;50.06;76.0
Ecuador;1977;7278866.0;Americas;61.31;6679.62326;ECU;107.0;0.0188;49.29;80.0
Ecuador;1982;8365850.0;Americas;64.342;7213.791267;ECU;85.2;0.0272;50.04;83.552689
Ecuador;1987;9545158.0;Americas;67.231;6481.776993;ECU;65.8;0.0358;45.3;
Ecuador;1992;10748394.0;Americas;69.613;7103.702595;ECU;51.5;0.0421;51.82;
Ecuador;1997;11911819.0;Americas;72.312;7429.455877;ECU;39.5;0.0477;59.39;
Ecuador;2002;12921234.0;Americas;74.173;5773.044512;ECU;31.7;0.0526;54.95;
Ecuador;2007;13755680.0;Americas;74.994;6873.262326;ECU;27.1;0.0582;58.16;84.192719
Ecuador;1997;11911819.0;Americas;72.312;7429.455877;ECU;39.5;0.0477;59.39;
Ecuador;2002;12921234.0;Americas;74.173;5773.044512;ECU;31.7;0.0526;54.95;
Ecuador;2007;13755680.0;Americas;74.994;6873.262326;ECU;27.1;0.0582;58.16;84.192719
Egypt;1952;22223309.0;Africa;41.893;1418.822445;EGY;358.108;0.0394;;
Egypt;1957;25009741.0;Africa;44.444;1458.915272;EGY;334.7;0.054;;
Egypt;1962;28173309.0;Africa;46.992;1693.335853;EGY;288.5;0.0703;61.2;
Egypt;1967;31681188.0;Africa;49.293;1814.880728;EGY;250.8;0.0913;59.85;
Egypt;1972;34807417.0;Africa;51.137;2024.008147;EGY;232.2;0.1014;62.0;
Egypt;1977;38783863.0;Africa;53.319;2785.493582;EGY;194.1;0.1134;65.66;
Egypt;1982;45681811.0;Africa;56.006;3503.729636;EGY;147.3;0.1333;77.18;
Egypt;1987;52799062.0;Africa;59.797;3885.46071;EGY;100.9;0.1606;83.18;
Egypt;1992;59402198.0;Africa;63.674;3794.755195;EGY;77.0;0.1846;84.72;
Egypt;1997;66134291.0;Africa;67.217;4173.181797;EGY;55.9;0.2125;92.95;
Egypt;2002;73312559.0;Africa;69.806;4754.604414;EGY;38.5;0.2471;95.68;
Egypt;2007;80264543.0;Africa;71.338;5581.180998;EGY;26.8;0.2847;100.3;
El Salvador;1952;2042865.0;Americas;45.262;3048.3029;SLV;234.429;0.0004;;
El Salvador;1957;2355805.0;Americas;48.57;3421.523218;SLV;199.5;0.0012;;
El Salvador;1962;2747687.0;Americas;52.307;3776.803627;SLV;179.6;0.002;43.66;
El Salvador;1967;3232927.0;Americas;55.855;4358.595393;SLV;163.4;0.0032;43.53;
El Salvador;1972;3790903.0;Americas;58.207;4520.246008;SLV;148.4;0.0043;44.44;60.0
El Salvador;1977;4282586.0;Americas;56.696;5138.922374;SLV;127.1;0.0055;51.84;
El Salvador;1982;4474873.0;Americas;56.604;4098.344175;SLV;97.9;0.0063;52.72;
El Salvador;1987;4842194.0;Americas;63.154;4140.442097;SLV;70.6;0.0068;51.25;
El Salvador;1992;5274649.0;Americas;66.798;4444.2317;SLV;53.4;0.0076;60.3;74.143158
El Salvador;1997;5783439.0;Americas;69.535;5154.825496;SLV;39.2;0.0091;60.57;
El Salvador;2002;6353681.0;Americas;70.734;5351.568666;SLV;28.6;0.0107;71.73;
El Salvador;2007;6939688.0;Americas;71.878;5728.353514;SLV;20.7;0.0121;69.83;82.028633
Equatorial Guinea;1952;216964.0;Africa;34.482;375.6431231;GNQ;343.41;0.0;;
Equatorial Guinea;1957;232922.0;Africa;35.983;426.0964081;GNQ;316.64;0.0001;;
Equatorial Guinea;1962;249220.0;Africa;37.485;582.8419714;GNQ;285.13;0.0001;;
Equatorial Guinea;1967;259864.0;Africa;38.987;915.5960025;GNQ;254.42;0.0001;;
Equatorial Guinea;1972;277603.0;Africa;40.516;672.4122571;GNQ;228.31;0.0002;;
Equatorial Guinea;1977;192675.0;Africa;42.024;958.5668124;GNQ;223.85500000000002;0.0002;;
Equatorial Guinea;1982;285483.0;Africa;43.662;927.8253427;GNQ;219.4;0.0002;;
Equatorial Guinea;1987;341244.0;Africa;45.664;966.8968149;GNQ;196.7;0.0002;;
Equatorial Guinea;1992;387838.0;Africa;47.545;1132.055034;GNQ;175.5;0.0003;;
Equatorial Guinea;1997;439971.0;Africa;48.245;2814.480755;GNQ;154.6;0.0003;;
Equatorial Guinea;2002;495627.0;Africa;49.348;7703.4959;GNQ;135.0;0.0011;;
Equatorial Guinea;2007;551201.0;Africa;51.579;12154.08975;GNQ;116.1;0.0031;;
Eritrea;1952;1438760.0;Africa;35.928;328.9405571;ERI;328.44;0.0;;
Eritrea;1957;1542611.0;Africa;38.047;344.1618859;ERI;307.57;0.0;;
Eritrea;1962;1666618.0;Africa;40.158;380.9958433;ERI;273.503;0.0;;
Eritrea;1967;1820319.0;Africa;42.189;468.7949699;ERI;234.358;0.0;;
Eritrea;1972;2260187.0;Africa;44.142;514.3242082;ERI;213.0;0.0;;
Eritrea;1977;2512642.0;Africa;44.535;505.7538077;ERI;199.7;0.0;;
Eritrea;1982;2637297.0;Africa;43.89;524.8758493;ERI;185.1;0.0;;
Eritrea;1987;2915959.0;Africa;46.453;521.1341333;ERI;166.6;0.0;;
Eritrea;1992;3668440.0;Africa;49.991;582.8585102;ERI;137.7;0.0;;
Eritrea;1997;4058319.0;Africa;53.378;913.47079;ERI;104.8;0.0004;;
Eritrea;2002;4414865.0;Africa;55.24;765.3500015;ERI;80.7;0.0006;;52.51395
Eritrea;2007;4906585.0;Africa;58.04;641.3695236;ERI;63.5;0.0008;;
Ethiopia;1952;20860941.0;Africa;34.078;362.1462796;ETH;348.86;0.0001;;
Ethiopia;1957;22815614.0;Africa;36.667;378.9041632;ETH;311.786;0.0005;;
Ethiopia;1962;25145372.0;Africa;40.059;419.4564161;ETH;272.51599999999996;0.001;60.78;
Ethiopia;1967;27860297.0;Africa;42.115;516.1186438;ETH;240.9;0.0017;58.52;
Ethiopia;1972;30770372.0;Africa;43.515;566.2439442;ETH;240.1;0.0033;52.93;
Ethiopia;1977;34617799.0;Africa;44.51;556.8083834;ETH;242.2;0.004;49.19;
Ethiopia;1982;38111756.0;Africa;44.916;577.8607471;ETH;235.8;0.0047;54.41;
Ethiopia;1987;42999530.0;Africa;46.684;573.7413142;ETH;215.7;0.0055;45.69;
Ethiopia;1992;52088559.0;Africa;48.091;421.3534653;ETH;195.5;0.0064;45.93;
Ethiopia;1997;59861301.0;Africa;49.402;515.8894013;ETH;161.9;0.0071;48.03;
Ethiopia;2002;67946797.0;Africa;50.725;530.0535319;ETH;132.8;0.008;53.39;
Ethiopia;2007;76511887.0;Africa;52.947;690.8055759;ETH;94.0;0.0091;56.68;38.995979
Equatorial Guinea;1997;439971.0;Africa;48.245;2814.480755;GNQ;154.6;0.0003;;
Equatorial Guinea;2002;495627.0;Africa;49.348;7703.4959;GNQ;135.0;0.0011;;
Equatorial Guinea;2007;551201.0;Africa;51.579;12154.08975;GNQ;116.1;0.0031;;
Finland;1952;4090500.0;Europe;66.55;6424.519071;FIN;40.5;0.0575;;
Finland;1957;4324000.0;Europe;67.49;7545.415386;FIN;32.3;0.0687;;
Finland;1962;4491443.0;Europe;68.75;9371.842561;FIN;23.8;0.0808;92.35;
Finland;1967;4605744.0;Europe;69.83;10921.63626;FIN;18.4;0.1015;89.53;
Finland;1972;4639657.0;Europe;70.87;14358.8759;FIN;14.6;0.1282;90.34;
Finland;1977;4738902.0;Europe;72.52;15605.42283;FIN;10.6;0.1525;91.52;
Finland;1982;4826933.0;Europe;74.55;18533.15761;FIN;7.9;0.1703;95.45;
Finland;1987;4931729.0;Europe;74.83;21141.01223;FIN;7.2;0.1805;93.66;
Finland;1992;5041039.0;Europe;75.7;20647.16499;FIN;6.1;0.1889;97.9;
Finland;1997;5134406.0;Europe;77.13;23723.9502;FIN;4.7;0.1978;101.55;
Finland;2002;5193039.0;Europe;78.37;28204.59057;FIN;4.1;0.2033;102.13;
Finland;2007;5238460.0;Europe;79.313;33207.0844;FIN;3.5;0.2064;110.48;
France;1952;42459667.0;Europe;67.41;7029.809327;FRA;49.8;5.0561;;
France;1957;44310863.0;Europe;68.93;8662.834898;FRA;34.8;4.8428;;
France;1962;47124000.0;Europe;70.51;10560.48553;FRA;25.7;4.5843;103.6;
France;1967;49569000.0;Europe;71.55;12999.91766;FRA;20.6;4.3562;101.91;
France;1972;51732000.0;Europe;72.38;16107.19171;FRA;16.6;4.136;102.97;
France;1977;53165019.0;Europe;73.83;18292.63514;FRA;13.9;3.9269;108.44;
France;1982;54433565.0;Europe;74.89;20293.89746;FRA;11.5;3.7245;113.26;
France;1987;55630100.0;Europe;76.34;22066.44214;FRA;9.8;3.4964;115.81;
France;1992;57374179.0;Europe;77.46;24703.79615;FRA;8.1;3.2781;115.34;
France;1997;58623428.0;Europe;78.64;25889.78487;FRA;5.8;3.0958;115.57;
France;2002;59925035.0;Europe;79.59;28926.03234;FRA;5.1;2.9403;118.87;
France;2007;61083916.0;Europe;80.657;30470.0167;FRA;4.4;2.7655;110.6;
Gabon;1952;420702.0;Africa;37.003;4293.476475;GAB;316.97;0.0;;
Gabon;1957;434904.0;Africa;38.999;4976.198099;GAB;287.96;0.0;;
Gabon;1962;455661.0;Africa;40.489;6631.459222;GAB;257.02;0.0001;53.02;
Gabon;1967;489004.0;Africa;44.598;8358.761987;GAB;211.47;0.0006;54.01;
Gabon;1972;537977.0;Africa;48.69;11401.94841;GAB;171.386;0.0029;52.86;
Gabon;1977;706367.0;Africa;52.79;21745.57328;GAB;132.231;0.0076;64.69;
Gabon;1982;753874.0;Africa;56.564;15113.36194;GAB;108.8;0.0118;71.17;
Gabon;1987;880397.0;Africa;60.19;11864.40844;GAB;96.1;0.0139;74.33;
Gabon;1992;985739.0;Africa;61.366;13522.15752;GAB;90.9;0.0149;74.39;
Gabon;1997;1126189.0;Africa;60.461;14722.84188;GAB;87.0;0.0155;76.37;
Gabon;2002;1299304.0;Africa;56.761;12521.71392;GAB;82.0;0.016;72.62;
Gabon;2007;1454867.0;Africa;56.735;13206.48452;GAB;71.7;0.0159;80.51;
France;1962;47124000.0;Europe;70.51;10560.48553;FRA;25.7;4.5843;103.6;
France;1967;49569000.0;Europe;71.55;12999.91766;FRA;20.6;4.3562;101.91;
France;1972;51732000.0;Europe;72.38;16107.19171;FRA;16.6;4.136;102.97;
France;1977;53165019.0;Europe;73.83;18292.63514;FRA;13.9;3.9269;108.44;
France;1982;54433565.0;Europe;74.89;20293.89746;FRA;11.5;3.7245;113.26;
France;1987;55630100.0;Europe;76.34;22066.44214;FRA;9.8;3.4964;115.81;
France;1992;57374179.0;Europe;77.46;24703.79615;FRA;8.1;3.2781;115.34;
Gambia;1952;284320.0;Africa;30.0;485.2306591;;398.288;0.0;;
Gambia;1957;323150.0;Africa;32.065;520.9267111;;383.2;0.0;;
Gambia;1962;374020.0;Africa;33.896;599.650276;;349.9;0.0001;53.82;
Gambia;1967;439593.0;Africa;35.857;734.7829124;;320.5;0.0001;55.36;
Gambia;1972;517101.0;Africa;38.308;756.0868363;;289.3;0.0001;55.78;
Gambia;1977;608274.0;Africa;41.842;884.7552507;;256.2;0.0002;45.05;
Gambia;1982;715523.0;Africa;45.58;835.8096108;;224.2;0.0003;48.51;
Gambia;1987;848406.0;Africa;49.265;611.6588611;;189.1;0.0004;53.68;
Gambia;1992;1025384.0;Africa;52.644;665.6244126;;158.1;0.0004;53.9;
Gambia;1997;1235767.0;Africa;55.861;653.7301704;;132.5;0.0005;54.76;
Gambia;2002;1457766.0;Africa;58.041;660.5855997;;110.3;0.0005;58.68;
Gambia;2007;1688359.0;Africa;59.448;752.7497265;;91.1;0.0006;60.89;
Germany;1952;69145952.0;Europe;67.5;7144.114393;DEU;60.52;12.4463;;
Germany;1957;71019069.0;Europe;69.1;10187.82665;DEU;49.407500000000006;12.1117;;
Germany;1962;73739117.0;Europe;70.3;12902.46291;DEU;38.871428571428574;11.647;80.81;
Germany;1967;76368453.0;Europe;70.8;14745.62561;DEU;29.2;11.1488;83.53;
Germany;1972;78717088.0;Europe;71.0;18016.18027;DEU;24.0;10.488;87.47;
Germany;1977;78160773.0;Europe;72.5;20512.92123;DEU;18.3;9.788;89.31;
Germany;1982;78335266.0;Europe;73.8;22031.53274;DEU;13.2;9.1736;94.84;
Germany;1987;77718298.0;Europe;74.847;24639.18566;DEU;10.0;8.6463;99.74;
Germany;1992;80597764.0;Europe;76.07;26505.30317;DEU;7.6;8.1127;93.57;
Germany;1997;82011073.0;Europe;77.34;27788.88416;DEU;5.9;7.6339;89.63;
Germany;2002;82350671.0;Europe;78.67;30035.80198;DEU;5.1;7.1867;99.0;
Germany;2007;82400996.0;Europe;79.406;32170.37442;DEU;4.5;6.6941;102.49;
Ghana;1952;5581001.0;Africa;43.149;911.2989371;GHA;243.8;0.001;;
Ghana;1957;6391288.0;Africa;44.779;1043.561537;GHA;219.4;0.0028;;
Ghana;1962;7355248.0;Africa;46.452;1190.041118;GHA;206.7;0.0046;39.77;
Ghana;1967;8490213.0;Africa;48.072;1125.69716;GHA;203.7;0.006;42.37;
Ghana;1972;9354120.0;Africa;49.875;1178.223708;GHA;197.1;0.0074;49.35;
Ghana;1977;10538093.0;Africa;51.756;993.2239571;GHA;176.5;0.0087;41.34;
Ghana;1982;11400338.0;Africa;53.744;876.032569;GHA;164.4;0.0096;33.79;
